Frame,Visibility,X,Y,Z,Event,Timestamp
166,0,0.0,0.0,0.0,0,1.3852941176470588
167,0,0.0,0.0,0.0,0,1.3936974789915966
168,0,0.0,0.0,0.0,0,1.4021428571428571
169,0,0.0,0.0,0.0,0,1.4105042016806724
170,0,0.0,0.0,0.0,0,1.41890756302521
171,0,0.0,0.0,0.0,0,1.427310924369748
172,0,0.0,0.0,0.0,0,1.4357142857142855
173,0,0.0,0.0,0.0,0,1.4441176470588235
174,0,0.0,0.0,0.0,0,1.4524789915966387
175,0,0.0,0.0,0.0,0,1.4608823529411763
176,0,0.0,0.0,0.0,0,1.4692857142857143
177,0,0.0,0.0,0.0,0,1.477689075630252
178,0,0.0,0.0,0.0,0,1.4861344537815129
179,0,0.0,0.0,0.0,0,1.4944957983193277
180,0,0.0,0.0,0.0,0,1.5028991596638654
181,0,0.0,0.0,0.0,0,1.5113025210084037
182,0,0.0,0.0,0.0,0,1.5197058823529412
183,0,0.0,0.0,0.0,0,1.5280672268907562
184,0,0.0,0.0,0.0,0,1.5364705882352945
185,0,0.0,0.0,0.0,0,1.5448319327731093
186,0,0.0,0.0,0.0,0,1.553235294117647
187,0,0.0,0.0,0.0,0,1.561638655462185
188,0,0.0,0.0,0.0,0,1.5700420168067226
189,0,0.0,0.0,0.0,0,1.5784453781512604
190,0,0.0,0.0,0.0,0,1.5868067226890756
191,0,0.0,0.0,0.0,0,1.5952100840336134
192,0,0.0,0.0,0.0,0,1.6035714285714286
193,0,0.0,0.0,0.0,0,1.612016806722689
194,0,0.0,0.0,0.0,0,1.6203781512605042
195,0,0.0,0.0,0.0,0,1.628781512605042
196,0,0.0,0.0,0.0,0,1.6371848739495798
197,0,0.0,0.0,0.0,0,1.6455882352941176
198,0,0.0,0.0,0.0,0,1.6539915966386556
199,0,0.0,0.0,0.0,0,1.6623529411764706
200,0,0.0,0.0,0.0,0,1.6707563025210086
201,0,0.0,0.0,0.0,0,1.6791176470588236
202,0,0.0,0.0,0.0,0,1.6875630252100842
203,0,0.0,0.0,0.0,0,1.6959243697478992
204,0,0.0,0.0,0.0,0,1.704327731092437
205,0,0.0,0.0,0.0,0,1.7127310924369747
206,0,0.0,0.0,0.0,0,1.7211344537815123
207,0,0.0,0.0,0.0,0,1.7295378151260503
208,0,0.0,0.0,0.0,0,1.737941176470588
209,0,0.0,0.0,0.0,0,1.7463025210084036
210,0,0.0,0.0,0.0,0,1.7547058823529411
211,0,0.0,0.0,0.0,0,1.763151260504202
212,0,0.0,0.0,0.0,0,1.7715546218487397
213,0,0.0,0.0,0.0,0,1.7799159663865547
214,0,0.0,0.0,0.0,0,1.7883193277310925
215,0,0.0,0.0,0.0,0,1.7968487394957986
216,0,0.0,0.0,0.0,0,1.8051680672268908
217,0,0.0,0.0,0.0,0,1.813487394957983
218,0,0.0,0.0,0.0,0,1.821932773109244
219,0,0.0,0.0,0.0,0,1.830294117647059
220,0,0.0,0.0,0.0,0,1.838697478991597
221,0,0.0,0.0,0.0,0,1.8471428571428568
222,0,0.0,0.0,0.0,0,1.8555042016806724
223,0,0.0,0.0,0.0,0,1.863865546218488
224,0,0.0,0.0,0.0,0,1.8722689075630248
225,0,0.0,0.0,0.0,0,1.88063025210084
226,0,0.0,0.0,0.0,0,1.8890336134453785
227,0,0.0,0.0,0.0,0,1.897436974789916
228,0,0.0,0.0,0.0,0,1.905840336134454
229,0,0.0,0.0,0.0,0,1.9142857142857144
230,0,0.0,0.0,0.0,0,1.922689075630252
231,0,0.0,0.0,0.0,0,1.9310924369747904
232,0,0.0,0.0,0.0,0,1.9394537815126047
233,0,0.0,0.0,0.0,0,1.9478571428571425
234,0,0.0,0.0,0.0,0,1.9562605042016807
235,0,0.0,0.0,0.0,0,1.9646638655462183
236,0,0.0,0.0,0.0,0,1.9730672268907563
237,0,0.0,0.0,0.0,0,1.9814285714285715
238,0,0.0,0.0,0.0,0,1.989747899159664
239,0,0.0,0.0,0.0,0,1.9981932773109243
240,0,0.0,0.0,0.0,0,2.00655462184874
241,0,0.0,0.0,0.0,0,2.0149579831932773
242,0,0.0,0.0,0.0,0,2.023319327731093
243,0,0.0,0.0,0.0,0,2.0317226890756306
244,0,0.0,0.0,0.0,0,2.0401260504201684
245,0,0.0,0.0,0.0,0,2.0485714285714285
246,0,0.0,0.0,0.0,0,2.0569747899159663
247,0,0.0,0.0,0.0,0,2.065378151260504
248,0,0.0,0.0,0.0,0,2.0737394957983195
249,0,0.0,0.0,0.0,0,2.0821428571428573
250,0,0.0,0.0,0.0,0,2.090546218487395
251,0,0.0,0.0,0.0,0,2.09890756302521
252,0,0.0,0.0,0.0,0,2.107310924369748
253,0,0.0,0.0,0.0,0,2.1157142857142857
254,0,0.0,0.0,0.0,0,2.1241176470588234
255,0,0.0,0.0,0.0,0,2.132521008403361
256,0,0.0,0.0,0.0,0,2.140924369747899
257,0,0.0,0.0,0.0,0,2.149327731092437
258,0,0.0,0.0,0.0,0,2.157731092436975
259,0,0.0,0.0,0.0,0,2.1660924369747905
260,0,0.0,0.0,0.0,0,2.1745378151260506
261,0,0.0,0.0,0.0,0,2.182857142857143
262,0,0.0,0.0,0.0,0,2.1913025210084034
263,0,0.0,0.0,0.0,0,2.199705882352941
264,0,0.0,0.0,0.0,0,2.208109243697479
265,0,0.0,0.0,0.0,0,2.216470588235294
266,0,0.0,0.0,0.0,0,2.224873949579832
267,0,0.0,0.0,0.0,0,2.23327731092437
268,0,0.0,0.0,0.0,0,2.241638655462185
269,0,0.0,0.0,0.0,0,2.2500840336134456
270,0,0.0,0.0,0.0,0,2.258487394957984
271,0,0.0,0.0,0.0,0,2.266890756302521
272,0,0.0,0.0,0.0,0,2.275252100840336
273,0,0.0,0.0,0.0,0,2.283655462184874
274,0,0.0,0.0,0.0,0,2.2921008403361345
275,0,0.0,0.0,0.0,0,2.300462184873949
276,0,0.0,0.0,0.0,0,2.308865546218488
277,0,0.0,0.0,0.0,0,2.317268907563025
278,0,0.0,0.0,0.0,0,2.325672268907563
279,0,0.0,0.0,0.0,0,2.3340756302521006
280,0,0.0,0.0,0.0,0,2.342436974789916
281,0,0.0,0.0,0.0,0,2.350840336134454
282,0,0.0,0.0,0.0,0,2.359243697478992
283,0,0.0,0.0,0.0,0,2.3676050420168067
284,0,0.0,0.0,0.0,0,2.3760504201680672
285,0,0.0,0.0,0.0,0,2.384453781512605
286,0,0.0,0.0,0.0,0,2.3928151260504205
287,0,0.0,0.0,0.0,0,2.4011764705882355
288,0,0.0,0.0,0.0,0,2.4095798319327733
289,0,0.0,0.0,0.0,0,2.417983193277311
290,0,0.0,0.0,0.0,0,2.426386554621849
291,0,0.0,0.0,0.0,0,2.4347899159663866
292,0,0.0,0.0,0.0,0,2.443235294117647
293,0,0.0,0.0,0.0,0,2.4515546218487394
294,0,0.0,0.0,0.0,0,2.459957983193277
295,0,0.0,0.0,0.0,0,2.468361344537815
296,0,0.0,0.0,0.0,0,2.4767226890756304
297,0,0.0,0.0,0.0,0,2.485084033613445
298,0,0.0,0.0,0.0,0,2.493487394957983
299,0,0.0,0.0,0.0,0,2.501890756302521
300,0,0.0,0.0,0.0,0,2.510294117647059
301,0,0.0,0.0,0.0,0,2.518697478991597
302,0,0.0,0.0,0.0,0,2.527100840336135
303,0,0.0,0.0,0.0,0,2.5355042016806726
304,0,0.0,0.0,0.0,0,2.5439075630252104
305,0,0.0,0.0,0.0,0,2.5522689075630254
306,0,0.0,0.0,0.0,0,2.5606302521008404
307,0,0.0,0.0,0.0,0,2.569033613445378
308,0,0.0,0.0,0.0,0,2.5774789915966387
309,0,0.0,0.0,0.0,0,2.5858823529411765
310,0,0.0,0.0,0.0,0,2.5942436974789915
311,0,0.0,0.0,0.0,0,2.6026470588235293
312,0,0.0,0.0,0.0,0,2.611050420168067
313,0,0.0,0.0,0.0,0,2.6194537815126053
314,0,0.0,0.0,0.0,0,2.6278151260504203
315,0,0.0,0.0,0.0,0,2.636218487394958
316,0,0.0,0.0,0.0,0,2.644621848739496
317,0,0.0,0.0,0.0,0,2.652983193277312
318,0,0.0,0.0,0.0,0,2.6613865546218487
319,0,0.0,0.0,0.0,0,2.669789915966387
320,0,0.0,0.0,0.0,0,2.6781932773109247
321,0,0.0,0.0,0.0,0,2.6865966386554625
322,0,0.0,0.0,0.0,0,2.695
323,0,0.0,0.0,0.0,0,2.703403361344538
324,0,0.0,0.0,0.0,0,2.711806722689076
325,0,0.0,0.0,0.0,0,2.720168067226891
326,0,0.0,0.0,0.0,0,2.7286134453781514
327,0,0.0,0.0,0.0,0,2.7369747899159664
328,0,0.0,0.0,0.0,0,2.745378151260504
329,0,0.0,0.0,0.0,0,2.7537394957983192
330,0,0.0,0.0,0.0,0,2.76218487394958
331,0,0.0,0.0,0.0,0,2.770546218487395
332,0,0.0,0.0,0.0,0,2.778949579831933
333,0,0.0,0.0,0.0,0,2.7873529411764704
334,0,0.0,0.0,0.0,0,2.795756302521009
335,0,0.0,0.0,0.0,0,2.804159663865547
336,0,0.0,0.0,0.0,0,2.8125210084033614
337,0,0.0,0.0,0.0,0,2.820924369747899
338,0,0.0,0.0,0.0,0,2.829327731092437
339,0,0.0,0.0,0.0,0,2.8376890756302524
340,0,0.0,0.0,0.0,0,2.84609243697479
341,0,0.0,0.0,0.0,0,2.854495798319328
342,0,0.0,0.0,0.0,0,2.862941176470588
343,0,0.0,0.0,0.0,0,2.8713445378151263
344,0,0.0,0.0,0.0,0,2.879747899159664
345,0,0.0,0.0,0.0,0,2.888151260504201
346,0,0.0,0.0,0.0,0,2.89655462184874
347,0,0.0,0.0,0.0,0,2.9049159663865547
348,0,0.0,0.0,0.0,0,2.913319327731093
349,0,0.0,0.0,0.0,0,2.9217226890756303
350,0,0.0,0.0,0.0,0,2.930126050420168
351,0,0.0,0.0,0.0,0,2.938529411764706
352,0,0.0,0.0,0.0,0,2.9468907563025213
353,0,0.0,0.0,0.0,0,2.955294117647059
354,0,0.0,0.0,0.0,0,2.9636554621848745
355,0,0.0,0.0,0.0,0,2.972100840336134
356,0,0.0,0.0,0.0,0,2.9804621848739496
357,0,0.0,0.0,0.0,0,2.9888655462184874
358,0,0.0,0.0,0.0,0,2.997268907563025
359,0,0.0,0.0,0.0,0,3.0056722689075626
360,0,0.0,0.0,0.0,0,3.013991596638656
361,0,0.0,0.0,0.0,0,3.022394957983193
362,0,0.0,0.0,0.0,0,3.0307983193277312
363,0,0.0,0.0,0.0,0,3.039201680672269
364,0,0.0,0.0,0.0,0,3.047605042016807
365,0,0.0,0.0,0.0,0,3.0560084033613446
366,0,0.0,0.0,0.0,0,3.0644117647058824
367,0,0.0,0.0,0.0,0,3.07281512605042
368,0,0.0,0.0,0.0,0,3.081176470588235
369,0,0.0,0.0,0.0,0,3.0895798319327734
370,0,0.0,0.0,0.0,0,3.098025210084033
371,0,0.0,0.0,0.0,0,3.106344537815126
372,0,0.0,0.0,0.0,0,3.1147478991596635
373,0,0.0,0.0,0.0,0,3.123151260504202
374,0,0.0,0.0,0.0,0,3.13155462184874
375,0,0.0,0.0,0.0,0,3.1399579831932773
376,0,0.0,0.0,0.0,0,3.148361344537815
377,0,0.0,0.0,0.0,0,3.1567647058823534
378,0,0.0,0.0,0.0,0,3.1651680672268907
379,0,0.0,0.0,0.0,0,3.173571428571429
380,0,0.0,0.0,0.0,0,3.181932773109244
381,0,0.0,0.0,0.0,0,3.1903361344537817
382,0,0.0,0.0,0.0,0,3.1986974789915967
383,0,0.0,0.0,0.0,0,3.2071008403361345
384,0,0.0,0.0,0.0,0,3.2155042016806723
385,0,0.0,0.0,0.0,0,3.2239075630252105
386,0,0.0,0.0,0.0,0,3.232310924369748
387,0,0.0,0.0,0.0,0,3.2407142857142865
388,0,0.0,0.0,0.0,0,3.2491176470588234
389,0,0.0,0.0,0.0,0,3.257521008403361
390,0,0.0,0.0,0.0,0,3.2658823529411767
391,0,0.0,0.0,0.0,0,3.2742857142857145
392,0,0.0,0.0,0.0,0,3.2826890756302523
393,0,0.0,0.0,0.0,0,3.2910924369747905
394,0,0.0,0.0,0.0,0,3.299453781512605
395,0,0.0,0.0,0.0,0,3.3078991596638656
396,0,0.0,0.0,0.0,0,3.3163025210084034
397,0,0.0,0.0,0.0,0,3.324705882352941
398,0,0.0,0.0,0.0,0,3.333109243697479
399,0,0.0,0.0,0.0,0,3.3415126050420167
400,0,0.0,0.0,0.0,0,3.3499159663865545
401,0,0.0,0.0,0.0,0,3.358235294117647
402,0,0.0,0.0,0.0,0,3.366638655462185
403,0,0.0,0.0,0.0,0,3.3750420168067228
404,0,0.0,0.0,0.0,0,3.383403361344538
405,0,0.0,0.0,0.0,0,3.391806722689076
406,0,0.0,0.0,0.0,0,3.4002100840336134
407,0,0.0,0.0,0.0,0,3.408613445378151
408,0,0.0,0.0,0.0,0,3.4170168067226894
409,0,0.0,0.0,0.0,0,3.4254201680672267
410,0,0.0,0.0,0.0,0,3.4338235294117654
411,0,0.0,0.0,0.0,0,3.4422268907563023
412,0,0.0,0.0,0.0,0,3.4505882352941177
413,0,0.0,0.0,0.0,0,3.4590336134453783
414,0,0.0,0.0,0.0,0,3.4673949579831933
415,0,0.0,0.0,0.0,0,3.4757563025210088
416,0,0.0,0.0,0.0,0,3.4841596638655465
417,0,0.0,0.0,0.0,0,3.492563025210084
418,0,0.0,0.0,0.0,0,3.500966386554622
419,0,0.0,0.0,0.0,0,3.50936974789916
420,0,0.0,0.0,0.0,0,3.5178151260504205
421,0,0.0,0.0,0.0,0,3.5261764705882355
422,0,0.0,0.0,0.0,0,3.5345378151260505
423,0,0.0,0.0,0.0,0,3.5429411764705883
424,0,0.0,0.0,0.0,0,3.551386554621849
425,0,0.0,0.0,0.0,0,3.559705882352941
426,0,0.0,0.0,0.0,0,3.568109243697479
427,0,0.0,0.0,0.0,0,3.5765126050420166
428,0,0.0,0.0,0.0,0,3.5849579831932776
429,0,0.0,0.0,0.0,0,3.5933193277310926
430,0,0.0,0.0,0.0,0,3.601722689075631
431,0,0.0,0.0,0.0,0,3.610126050420168
432,0,0.0,0.0,0.0,0,3.618529411764706
433,0,0.0,0.0,0.0,0,3.626932773109244
434,0,0.0,0.0,0.0,0,3.6352941176470592
435,0,0.0,0.0,0.0,0,3.643697478991597
436,0,0.0,0.0,0.0,0,3.6521008403361344
437,0,0.0,0.0,0.0,0,3.66046218487395
438,0,0.0,0.0,0.0,0,3.668865546218487
439,0,0.0,0.0,0.0,0,3.6772689075630254
440,0,0.0,0.0,0.0,0,3.6857142857142855
441,0,0.0,0.0,0.0,0,3.694075630252101
442,0,0.0,0.0,0.0,0,3.702478991596639
443,0,0.0,0.0,0.0,0,3.710882352941177
444,0,0.0,0.0,0.0,0,3.719243697478992
445,0,0.0,0.0,0.0,0,3.727647058823529
446,0,0.0,0.0,0.0,0,3.736050420168068
447,0,0.0,0.0,0.0,0,3.744453781512605
448,0,0.0,0.0,0.0,0,3.752857142857143
449,0,0.0,0.0,0.0,0,3.761260504201681
450,0,0.0,0.0,0.0,0,3.769663865546218
451,0,0.0,0.0,0.0,0,3.778067226890757
452,0,0.0,0.0,0.0,0,3.7864705882352943
453,0,0.0,0.0,0.0,0,3.794873949579832
454,0,0.0,0.0,0.0,0,3.803235294117647
455,0,0.0,0.0,0.0,0,3.811596638655464
456,0,0.0,0.0,0.0,0,3.82
457,0,0.0,0.0,0.0,0,3.828403361344538
458,0,0.0,0.0,0.0,0,3.836806722689076
459,0,0.0,0.0,0.0,0,3.845168067226891
460,0,0.0,0.0,0.0,0,3.8535714285714286
461,0,0.0,0.0,0.0,0,3.8619747899159664
462,0,0.0,0.0,0.0,0,3.870378151260504
463,0,0.0,0.0,0.0,0,3.878781512605042
464,0,0.0,0.0,0.0,0,3.88718487394958
465,0,0.0,0.0,0.0,0,3.8955882352941176
466,0,0.0,0.0,0.0,0,3.903949579831933
467,0,0.0,0.0,0.0,0,3.912352941176471
468,0,0.0,0.0,0.0,0,3.920756302521009
469,0,0.0,0.0,0.0,0,3.9291596638655455
470,0,0.0,0.0,0.0,0,3.937521008403362
471,0,0.0,0.0,0.0,0,3.9459243697478974
472,0,0.0,0.0,0.0,0,3.954327731092437
473,0,0.0,0.0,0.0,0,3.962731092436975
474,0,0.0,0.0,0.0,0,3.971134453781513
475,0,0.0,0.0,0.0,0,3.9795378151260494
476,0,0.0,0.0,0.0,0,3.987941176470589
477,0,0.0,0.0,0.0,0,3.996302521008404
478,0,0.0,0.0,0.0,0,4.004705882352941
479,0,0.0,0.0,0.0,0,4.013109243697479
480,0,0.0,0.0,0.0,0,4.021512605042017
481,0,0.0,0.0,0.0,0,4.029915966386555
482,0,0.0,0.0,0.0,0,4.0383193277310925
483,0,0.0,0.0,0.0,0,4.04672268907563
484,0,0.0,0.0,0.0,0,4.055126050420168
485,0,0.0,0.0,0.0,0,4.063487394957983
486,0,0.0,0.0,0.0,0,4.071932773109244
487,0,0.0,0.0,0.0,0,4.080294117647059
488,0,0.0,0.0,0.0,0,4.088697478991596
489,0,0.0,0.0,0.0,0,4.097100840336134
490,0,0.0,0.0,0.0,0,4.105504201680672
491,0,0.0,0.0,0.0,0,4.11390756302521
492,0,0.0,0.0,0.0,0,4.122268907563026
493,0,0.0,0.0,0.0,0,4.1306722689075634
494,1,1.6076048923196409,2.9344525313224934,2.2980651973002604,0,4.1390336134453785
495,1,1.6103595264918105,2.9147768843837927,2.424081295732757,0,4.147436974789916
496,1,1.6524338723507055,2.56923842266482,2.604780851136744,0,4.155840336134454
497,1,1.6501805579973765,2.537760530270843,2.692143636928258,0,4.164243697478992
498,1,1.6526583271744406,2.452990079578087,2.7794395853917915,0,4.17264705882353
499,1,1.6958465238631275,2.302293661904113,2.863824652586923,1,4.181050420168067
500,1,1.714853897700451,2.327991861339676,2.9325609437490368,0,4.189453781512605
501,1,1.714837832310003,2.3650453066750696,3.0738160717475087,1,4.197857142857143
502,1,1.7170268739039096,2.2724961489816686,3.151590285058043,0,4.206218487394958
503,1,1.7245725589992251,2.118887976076546,3.309903822219109,0,4.214621848739496
504,1,1.7475746037991418,2.044636878954607,3.421203561036936,0,4.2230252100840335
505,1,1.7460004103251887,2.0882348244240454,3.466133133826755,0,4.2313865546218485
506,1,1.7721498775026017,1.909007798857634,3.5803058308000537,0,4.239789915966387
507,1,1.7707062302086585,1.932635289421936,3.643383786421017,0,4.248193277310925
508,1,1.7672995146862287,1.8604369151697453,3.6883365993614032,0,4.256596638655463
509,1,1.7794537937079349,1.85539940267532,3.7262281320146142,0,4.265000000000001
510,1,1.80548441609844,1.8148260748798355,3.771093773641158,0,4.273403361344538
511,1,1.8176837653974305,1.8648032728729256,3.878946214179501,0,4.281806722689076
512,1,1.8171964428094327,1.7384695440638946,3.939336193941632,0,4.290210084033614
